Sample Name:,At a glance:,,,,,,,,Status:,Notes:,Process ID:,Used By:,Deposition Parameters:,,,,,,,,,,,,,,Thickness Measurements:,,,,,,Resistance Measurements:,,,,,,,,,
,Substrate:,d (nm),Rs,Tc,Delta Tc,Rho,RRR,Rho*Tc,,,,,Deposition Date:,Run #:,Substrate:,SiNx or SiO2 Thickness (nm):,Chuck Slot:,Temperature (C):,Deposition Time (s),Current setpoint (mA) -or- Power setpoint (W),Nitrogen Flow (sccm),Argon Flow (sccm),Pressure (mTorr),Chuck Height (mm),Pre-deposition Spark Power (W),"Peak Power, Shutter Open (W)",Reflectance:,Transmittance:,Absorptance:,Synthesis Protocol:,Thickness (nm) (Visible Trans),Thickness (nm) (IR Trans),R_sheet Initial,R_sheet_Tc,T_C,Delta T_C,RRR,Synthesis Protocol:,rho (uOhm*cm):,rho*Tc (Ohm*nm*K):,deposition rate (nm/min):,Exclude (Y if yes else ''):
SPE078,SiO2,,513,11.55,1.75,0,0.828,0,,,,,12/27/13,391,SiO2,228.9,3,800,69,400,8,26.5,2.5,40,,,,,,,,,512.9,,11.55,1.75,0.83,,0,0,0,
SPE079,SiO2,,509,11.6,1.76,0,0.82,0,,,,,12/27/13,391,SiO2,228.9,6,800,69,400,8,26.5,2.5,40,,,,,,,,,509.4,,11.6,1.76,0.82,,0,0,0,
SPE080,MgO,3.6,408,10.66,1.48,146,0.732,"15,595",,,,,12/28/13,392,MgO,,1,800,69,400,8,26.5,2.5,40,,,0.1858,0.6141,0.2002,based on T,3.59,,407.5,,10.66,1.48,0.73,,146.29,"15,594.89",3.12,
SPE081,SiO2,,505,11.5,1.78,0,0.826,0,,,,,12/28/13,392,SiO2,228.9,3,800,69,400,8,26.5,2.5,40,,,,,,,,,504.6,,11.5,1.78,0.83,,0,0,0,
SPE082,SiO2,,492,11.64,1.69,0,0.842,0,,,,,12/28/13,392,SiO2,228.9,6,800,69,400,8,26.5,2.5,40,,,,,,,,,491.9,,11.64,1.69,0.84,,0,0,0,
SPE083,MgO,3.6,342,12.24,1.35,123,0.788,"15,013",,Added step in 'AED_DOE' to log cooldown; step failed,,,12/29/13,393,MgO,,1,800,69,400,8,26.5,2.5,40,,,0.1829,0.6138,0.2032,based on T,3.59,,341.7,,12.24,1.35,0.79,,122.66,"15,013.41",3.12,
SPE084,SiO2,,489,11.57,1.8,0,0.839,0,,Added step in 'AED_DOE' to log cooldown; step failed,,,12/29/13,393,SiO2,228.9,3,800,69,400,8,26.5,2.5,40,,,,,,,,,489.2,,11.57,1.8,0.84,,0,0,0,
SPE085,SiO2,,485,11.48,1.66,0,0.833,0,,Added step in 'AED_DOE' to log cooldown; step failed,,,12/29/13,393,SiO2,228.9,6,800,69,400,8,26.5,2.5,40,,,,,,,,,485.5,,11.48,1.66,0.83,,0,0,0,
SPE086,MgO,3.7,342,12.16,1.35,125,0.786,"15,196",,"Added 60min cooldown in 30mtorr of Ar, 40 sccm flow rate",,,12/30/13,394,MgO,,1,800,69,400,8,26.5,2.5,40,,,0.1896,0.611,0.1993,based on T,3.65,,342.4,,12.16,1.35,0.79,,124.97,"15,196.24",3.17,
SPE087,SiO2,,481,11.54,1.68,0,0.846,0,,"Added 60min cooldown in 30mtorr of Ar, 40 sccm flow rate",,,12/30/13,394,SiO2,228.9,3,800,69,400,8,26.5,2.5,40,,,,,,,,,480.7,,11.54,1.68,0.85,,0,0,0,
SPE088,SiO2,,461,11.65,1.69,0,0.845,0,,"Added 60min cooldown in 30mtorr of Ar, 40 sccm flow rate",,,12/30/13,394,SiO2,228.9,6,800,69,400,8,26.5,2.5,40,,,,,,,,,461.2,,11.65,1.69,0.85,,0,0,0,
SPE089,Al2O3,,966,,,0,0.958,0,,for jonny,,,12/31/13,395,Al2O3,,3,RT,90,n/a,0,30,2.5,40,,,,,,,,,966.3,,,,0.96,,0,0,0,
SPE090,Al2O3,,970,,,0,,0,,,,,12/31/13,395,Al2O3,,6,RT,90,n/a,0,30,2.5,40,,,,,,,,,969.5,,,,,,0,0,0,
SPE091,MgO,,,,,0,,0,,Using W wire to shadow,,,1/13/14,397,MgO,,3,RT,69,400,8,26.5,2.5,40,,,,,,,,,,,,,,,0,0,0,
SPE092,MgO,,,,,0,,0,,Using W wire to shadow,,,1/13/14,397,MgO,,6,RT,69,400,8,26.5,2.5,40,,,,,,,,,,,,,,,0,0,0,
SPE093,MgO,,15,0.8,1.37,0,0.8,0,,In during cleaning,,,1/15/14,398,MgO,,3,800,600,400,8,30,2.5,40,,,,,,,,,34.1,,15.4,1.37,0.8,,0,0,0,
SPE094,Al2O3,,26,14.8,0.1,0,1.2,0,,In during cleaning,,,1/15/14,398,Al2O3,,6,800,600,400,8,30,2.5,40,,,,,,,,,25.5,,14.8,0.1,1.2,,0,0,0,
SPE095,SiNx,,104,<8,n/a,0,1.25,#VALUE!,,for annealing,,,1/17/14,399,SiNx,172 (nom),3,RT,69,400,0,26.5,2.5,40,,,,,,,,,104.4,,<8,n/a,1.25,,0,#VALUE!,0,
SPE096,SiNx,,110,<8,n/a,0,1.27,#VALUE!,,for annealing,,,1/17/14,399,SiNx,172 (nom),6,RT,69,400,0,26.5,2.5,40,,,,,,,,,110.3,,<8,n/a,1.27,,0,#VALUE!,0,
SPE097,SiNx,,20,11.3,0.1,0,2.237,0,,,,,1/18/14,400,SiNx,172 (nom),2,800,600,400,8,26.5,2.5,40,,,,,,,,,20,,11.3,0.1,2.24,,0,0,0,
SPE098,Al2O3,,12,13.8,,0,2.706,0,,,,,1/18/14,400,Al2O3,,3,800,600,400,8,30,2.5,40,,,,,,,,,11.8,,13.8,,2.71,,0,0,0,
SPE099,SiO2,,,,,0,,0,,,,,1/18/14,400,SiO2,228.9,5,800,600,400,8,30,2.5,40,,,,,,,,,,,,,,,0,0,0,
SPE100,MgO,,26,15.7,0.4,0,1.038,0,,,,,1/18/14,400,MgO,,6,800,600,400,8,30,2.5,40,,,,,,,,,25.7,,15.7,0.4,1.04,,0,0,0,
SPE101,SiO2,,502,,,0,,0,,"Added 60min cooldown in 75mtorr of Ar, 50 sccm flow rate ",,,1/19/14,401,SiO2,228.9,3,800,69,400,8,26.5,2.5,40,,,,,,,,,502.2,,,,,,0,0,0,
SPE102,SiO2,,507,11.2,1.7,0,0.852,0,,"Added 60min cooldown in 75mtorr of Ar, 50 sccm flow rate",,,1/19/14,401,SiO2,228.9,6,800,69,400,8,26.5,2.5,40,,,,,,,,,506.9,,11.2,1.7,0.85,,0,0,0,
SPE103,SiNx,,"1,131",<7,,0,0.675,#VALUE!,,,,,1/19/14,402,SiNx,172 (nom),3,RT,69,400,8,30,2.5,40,,,,,,,,,"1,130.80",,<7,,0.67,,0,#VALUE!,0,
SPE104,Al2O3,,"1,088",<7,,0,0.691,#VALUE!,,,,,1/19/14,402,Al2O3,,6,RT,69,400,8,30,2.5,40,,,,,,,,,"1,087.60",,<7,,0.69,,0,#VALUE!,0,
SPE105,SiNx,,592,7.4,,0,0.735,0,,"process kinda failed; one of the steps had an error in it
",,,1/20/14,403,SiNx,172 (nom),3,RT,99,400,8,30,2.5,40,,,,,,,,,592,,7.4,,0.74,,0,0,0,
SPE106,Al2O3,,539,6.6,,0,0.753,0,,process kinda failed; one of the steps had an error in it,,,1/20/14,403,Al2O3,,6,RT,99,400,8,30,2.5,40,,,,,,,,,538.6,,6.6,,0.75,,0,0,0,
SPE107,SiNx,,500,7.9,,0,0.755,0,,,,,1/20/14,404,SiNx,172 (nom),3,RT,111,400,8,30,2.5,40,,,,,,,,,500.5,,7.9,,0.76,,0,0,0,
SPE108,Al2O3,,478,6.1,,0,0.772,0,,,,,1/20/14,404,Al2O3,,6,RT,111,400,8,30,2.5,40,,,,,,,,,478,,6.1,,0.77,,0,0,0,
SPE109,SiNx,,50,6.2,,0,1.577,0,,,,,1/20/14,405,SiNx,172 (nom),3,RT,111,400,0,30,2.5,40,,,,,,,,,50,,6.2,,1.58,,0,0,0,
SPE110,Al2O3,,50,6.3,,0,1.571,0,,,,,1/20/14,405,Al2O3,,6,RT,111,400,0,30,2.5,40,,,,,,,,,50.3,,6.3,,1.57,,0,0,0,
SPE111,SiO2,,,,,0,,0,,"WSi, for jonny's training",,,1/21/14,406,SiO2,265,3,RT,600,150,8,26.5,2.5,40,,,,,,,,,,,,,,,0,0,0,
SPE112,SiO2,,,,,0,,0,,"WSi, for jonny's training",,,1/21/14,406,SiO2,265,6,RT,600,150,8,26.5,2.5,40,,,,,,,,,,,,,,,0,0,0,
SPE113,SiNx,,"1,122",<7.4,,0,,#VALUE!,,,,,1/22/14,407,SiNx,172 (nom),3,RT,69,400,8,26.5,2.5,40,,,,,,,,,"1,122.40",,<7.4,,,,0,#VALUE!,0,
SPE114,SiNx,,"1,103",,,0,,0,,,,,1/22/14,407,SiNx,172 (nom),6,RT,69,400,8,26.5,2.5,40,,,,,,,,,"1,103.10",,,,,,0,0,0,
SPE115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
SPE116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
SPE117,SiNx,,115,,,0,,0,,,,,1/24/14,409,SiNx,172 (nom),1,RT,69,400,0,26.5,2.5,40,,,,,,,,,114.5,,,,,,0,0,0,
SPE118,SiNx,,116,,,0,,0,,,,,1/24/14,409,SiNx,172 (nom),2,RT,69,400,0,26.5,2.5,40,,,,,,,,,115.6,,,,,,0,0,0,
SPE119,SiNx,,117,,,0,,0,,,,,1/24/14,409,SiNx,172 (nom),3,RT,69,400,0,26.5,2.5,40,,,,,,,,,116.5,,,,,,0,0,0,
SPE120,SiNx,,115,,,0,,0,,,,,1/24/14,409,SiNx,172 (nom),6,RT,69,400,0,26.5,2.5,40,,,,,,,,,114.5,,,,,,0,0,0,
SPE121,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPE122,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPE123,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPE124,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPE125,SiO2,,,,,0,,0,,In during system failure and clean,,,1/27/14,411,SiO2,228.9,3,800,660,400,8,26.5,2.5,40,,,,,,,,,,,,,,,0,0,0,
SPE126,SiO2,,,6.7,,0,2.231,0,,In during system failure and clean,,,1/27/14,411,SiO2,228.9,6,800,660,400,8,26.5,2.5,40,,,,,,,,,,,6.7,,2.23,,0,0,0,
SPE127,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPE128,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPE129,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPE130,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPE131,SiO2,,521,<6.8,,0,2.231,#VALUE!,,,,,1/30/14,415,SiO2,255 (nom),3,RT,120,400,8,26.5,2.5,40,,,,,,,,,520.6,,<6.8,,0.73495935,,0,#VALUE!,0,
SPE132,SiO2,,519,<6.8,,0,0.741,#VALUE!,,,,,1/30/14,415,SiO2,255 (nom),6,RT,120,400,8,26.5,2.5,40,,,,,,,,,518.8,,<6.8,,0.74,,0,#VALUE!,0,
SPE133,MgO,,426,11.59,1.53,0,,0,,,,,1/30/14,416,MgO,,1,800,69,400,8,26.5,2.5,40,,,,,,,,,425.9,,11.59,1.53,,,0,0,0,
SPE134,SiO2,,570,10.81,1.82,0,0.82,0,,For KS Fab,,,1/30/14,416,SiO2,255 (nom),3,800,69,400,8,26.5,2.5,40,,,,,,,,,569.7,,10.81,1.82,0.82,,0,0,0,
SPE135,SiO2,,583,10.87,1.88,0,0.829,0,,For KS Fab,,,1/30/14,416,SiO2,255 (nom),6,800,69,400,8,26.5,2.5,40,,,,,,,,,583.2,,10.87,1.88,0.83,,0,0,0,
SPE136,MgO,,689,,,0,,0,,,,,2/10/14,417,MgO,,1,800,69,400,8,26.5,2.5,40,,,,,,,,,689,,,,,,0,0,0,
SPE137,SiO2,,617,10.9,2,0,,0,,,,,2/10/14,417,SiO2,255 (nom),3,800,69,400,8,26.5,2.5,40,,,,,,,,,617,,10.9,2,,,0,0,0,
SPE138,SiO2,,616,10.8,2,0,,0,,,,,2/10/14,417,SiO2,255 (nom),6,800,69,400,8,26.5,2.5,40,,,,,,,,,615.5,,10.8,2,,,0,0,0,
SPE139,MgO,,576,,,0,,0,,,,,2/11/14,418,MgO,,1,800,69,400,8,26.5,2.5,40,,,,,,,,,576.5,,,,,,0,0,0,
SPE140,SiO2,,646,11.03,1.85,0,0.773,0,,For KS Fab,,,2/11/14,418,SiO2,255 (nom),3,800,69,400,8,26.5,2.5,40,,,,,,,,,645.9,,11.03,1.85,0.77,,0,0,0,
SPE141,SiO2,,587,11.1,1.9,0,0.79,0,,For KS Fab,,,2/11/14,418,SiO2,255 (nom),6,800,69,400,8,26.5,2.5,40,,,,,,,,,586.8,,11.1,1.9,0.79,,0,0,0,
SPE142,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPE143,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPE144,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPE145,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPE146,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPE147,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPE148,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPE149,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPE150,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPE151,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPE152,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPE153,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPE154,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPE155,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPE156,MgO,,400,,,0,,0,,,,,2/18/14,423,MgO,,1,800,69,400,8,26.5,2.5,40,,,,,,,,,399.7,,,,,,0,0,0,
SPE157,SiO2,,667,9.8,2.05,0,0.789,0,,For KS Fab,,,2/18/14,423,SiO2,255 (nom),2,800,69,400,8,26.5,2.5,40,,,,,,,,,667.3,,9.8,2.05,0.79,,0,0,0,
SPE158,SiO2,,597,,,0,,0,,For TEM by ChungSoo,,,2/18/14,423,SiO2,255 (nom),3,800,69,400,8,26.5,2.5,40,,,,,,,,,597.3,,,,,,0,0,0,
SPE159,SiO2,,587,10.6,1.89,0,0.822,0,,For TEM by ChungSoo,,,2/18/14,423,SiO2,255 (nom),6,800,69,400,8,26.5,2.5,40,,,,,,,,,586.6,,10.6,1.89,0.82,,0,0,0,
SPE160,MgO,,345,,,0,,0,,,,,2/18/14,424,MgO,,1,800,69,400,8,26.5,2.5,40,,,,,,,,,344.9,,,,,,0,0,0,
SPE161,SiO2,,620,10.5,1.98,0,0.838,0,,,,,2/18/14,424,SiO2,255 (nom),3,800,69,400,8,26.5,2.5,40,,,,,,,,,619.6,,10.5,1.98,0.84,,0,0,0,
SPE162,SiO2,,624,10.6,1.95,0,0.811,0,,,,,2/18/14,424,SiO2,255 (nom),6,800,69,400,8,26.5,2.5,40,,,,,,,,,624.1,,10.6,1.95,0.81,,0,0,0,
SPE163,MgO,,349,,,0,,0,,,,,2/19/14,425,MgO,,1,800,75,400,8,26.5,2.5,40,,,,,,,,,348.6,,,,,,0,0,0,
SPE164,SiO2,,510,10.9,1.72,0,0.838,0,,,,,2/19/14,425,SiO2,255 (nom),3,800,75,400,8,26.5,2.5,40,,,,,,,,,509.9,,10.9,1.72,0.84,,0,0,0,
SPE165,SiO2,,508,11,1.72,0,0.831,0,,,,,2/19/14,425,SiO2,255 (nom),6,800,75,400,8,26.5,2.5,40,,,,,,,,,507.6,,11,1.72,0.83,,0,0,0,
SPE166,Al2O3,,430,,,0,,0,,,,,2/19/14,426,Al2O3,,1,800,75,400,8,26.5,2.5,40,,,,,,,,,429.8,,,,,,0,0,0,
SPE167,SiO2,,542,10.84,1.74,0,0.828,0,,For KAS,,,2/19/14,425,SiO2,255 (nom),3,800,75,400,8,26.5,2.5,40,,,,,,,,,542.2,,10.84,1.74,0.83,,0,0,0,
SPE168,SiO2,,543,10.89,1.77,0,0.824,0,,For FAN & YI,,,2/19/14,426,SiO2,255 (nom),6,800,75,400,8,26.5,2.5,40,,,,,,,,,543.5,,10.89,1.77,0.82,,0,0,0,
SPE169,Al2O3,,474,,,0,,0,,Target conditioning time reduced from ~6min to ~1min,,,2/20/14,427,Al2O3,,1,800,75,400,8,26.5,2.5,40,,,,,,,,,474.4,,,,,,0,0,0,
SPE170,SiO2,,549,10.93,1.8,0,0.826,0,,For FAN & YI. Target conditioning time reduced from ~6min to ~1min,,,2/20/14,427,SiO2,255 (nom),3,800,75,400,8,26.5,2.5,40,,,,,,,,,549.2,,10.93,1.8,0.83,,0,0,0,
SPE171,SiO2,,552,11.02,1.8,0,0.829,0,,For KAS. Target conditioning time reduced from ~6min to ~1min,,,2/20/14,427,SiO2,255 (nom),6,800,75,400,8,26.5,2.5,40,,,,,,,,,552.2,,11.02,1.8,0.83,,0,0,0,
SPE172-220 (YI & JS),,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPE221,MgO,,,,,0,,0,,Target conditioning time reduced from ~6min to ~1min,,,3/19/14,442,MgO,,1,800,84,400,8,26.5,2.5,40,,,,,,,,,,,,,,,0,0,,
SPE222,SiO2,,,,,0,,0,,Target conditioning time reduced from ~6min to ~1min,,,3/19/14,442,SiO2,255 (nom),3,800,84,400,8,26.5,2.5,40,,,,,,,,,,,,,,,0,0,,
SPE223,SiO2,,,,,0,,0,,Target conditioning time reduced from ~6min to ~1min,,,3/19/14,442,SiO2,255 (nom),6,800,84,400,8,26.5,2.5,40,,,,,,,,,,,,,,,0,0,,
"SPE224-254, Yachin & Jonny",,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
SPE255,MgO,4.2,465,9.72,1.56,221,0.624,"21,450",,"For JS, test Tc Cryo",,,4/9/14,457,MgO,,1,800,84,400,8,26.5,2.5,40,,,0.1901,0.5821,0.2278,Visible/Trans,4.15,4.75,464.6,,9.72,1.56,0.62,,220.68,"21,450.41",3.39,
SPE256,SiO2,,423,11.72,1.44,195,0.848,"22,875",,For KAS fab,,,4/9/14,457,SiO2,255 (nom),3,800,84,400,8,26.5,2.5,40,,,,,,,,4.61,423.4,,11.72,1.44,0.85,,195.18,"22,874.99",3.29,
SPE257,SiO2,,444,11.63,2.26,198,0.831,"23,058",,For KAS fab,,,4/9/14,457,SiO2,255 (nom),6,800,84,400,8,26.5,2.5,40,,,,,,,,4.47,443.5,,11.63,2.26,0.83,,198.26,"23,058.07",3.19,
SPE258,MgO,4.1,443,9.72,1.56,217,1.496,"21,048",,"For JS, test Tc Cryo",,,4/10/14,458,MgO,,1,800,84,400,8,26.5,2.5,40,,,0.1972,0.585,0.2178,Visible/Trans,4.09,4.89,442.8,,9.72,1.56,1.5,,216.54,"21,048.04",3.49,
SPE259,SiO2,,425,11.7,1.44,194,0.858,"22,724",,For KAS fab,,,4/10/14,458,SiO2,255 (nom),3,800,84,400,8,26.5,2.5,40,,,,,,,,4.57,425,,11.7,1.44,0.86,,194.22,"22,723.67",3.26,
SPE260,SiO2,,439,11.62,1.49,195,0.853,"22,686",,For KAS fab,,,4/10/14,458,SiO2,255 (nom),6,800,84,400,8,26.5,2.5,40,,,,,,,,4.45,438.7,,11.62,1.49,0.85,,195.23,"22,686.07",3.18,
SPE261,MgO,4.2,429,,,215,,0,,,,,4/11/14,459,MgO,,1,800,84,400,8,26.5,2.5,40,,,0.199,0.5812,0.2198,Visible/Trans,4.16,5.02,429.3,,,,,,215.49,0,3.59,
SPE262,SiO2,,437,11.54,1.5,197,0.85,"22,732",,For KAS fab,,,4/11/14,459,SiO2,255 (nom),3,800,84,400,8,26.5,2.5,40,,,,,,,,4.51,436.8,,11.54,1.5,0.85,,196.98,"22,731.52",3.22,
SPE263,SiO2,,431,11.57,1.91,197,0.857,"22,764",,For KAS fab,,,4/11/14,459,SiO2,255 (nom),6,800,84,400,8,26.5,2.5,40,,,,,,,,4.57,430.5,,11.57,1.91,0.86,,196.75,"22,763.63",3.26,
SPE264,MgO,4.2,414,,,210,,0,,,,,4/14/14,460,MgO,,1,800,84,400,8,26.5,2.5,40,,,0.2036,0.5817,0.2147,Visible/Trans,4.15,5.07,414.1,,,,,,209.95,0,3.62,
SPE265,SiO2,,420,11.83,1.41,193,0.857,"22,825",,For KAS fab,,,4/14/14,460,SiO2,255 (nom),3,800,84,400,8,26.5,2.5,40,,,,,,,,4.59,420.3,,11.83,1.41,0.86,,192.94,"22,824.82",3.28,
SPE266,SiO2,,417,11.75,1.41,193,0.852,"22,625",,For KAS fab,,,4/14/14,460,SiO2,255 (nom),6,800,84,400,8,26.5,2.5,40,,,,,,,,4.62,416.8,,11.75,1.41,0.85,,192.55,"22,624.94",3.3,
SPE267,MgO,4.8,359,10.37,1.45,208,0.695,"21,602",,"For JS, test Tc Cryo",,,4/15/14,461,MgO,,1,800,96,400,8,26.5,2.5,40,,,0.2157,0.5501,0.2341,Visible/Trans,4.81,5.8,359.2,,10.37,1.45,0.69,,208.31,"21,601.56",3.63,
SPE268,SiNx,,354,11.9,1.22,167,0.87,"19,902",,For FN Fab,,,4/15/14,461,SiNx,172,3,800,96,400,8,26.5,2.5,40,,,,,,,,4.72,354.3,,11.9,1.22,0.87,,167.25,"19,902.28",2.95,
SPE269,SiNx,,365,11.94,1.27,169,0.874,"20,127",,For FN Fab,,,4/15/14,461,SiNx,172,6,800,96,400,8,26.5,2.5,40,,,,,,,,4.62,364.9,,11.94,1.27,0.87,,168.57,"20,126.78",2.89,
SPE270,MgO,3.4,596,7.92,1.21,231,0.611,"18,281",,"For JS, test Tc Cryo",,,4/22/14,463,MgO,,1,800,69,400,8,26.5,2.5,40,,,0.1734,0.6238,0.2028,Visible/Trans,3.36,3.87,596.4,,7.92,1.21,0.61,,230.82,"18,281.30",3.37,
SPE271,SiNx,,617,10.45,1.98,193,0.777,"20,192",,For FN Fab,,,4/22/14,463,SiNx,172,3,800,69,400,8,26.5,2.5,40,,,,,,,,3.13,617.3,,10.45,1.98,0.78,,193.22,"20,191.63",2.72,
SPE272,SiNx,,618,10.43,1.95,192,0.789,"20,042",,For FN Fab,,,4/22/14,463,SiNx,172,6,800,69,400,8,26.5,2.5,40,,,,,,,,3.11,617.9,,10.43,1.95,0.79,,192.15,"20,041.58",2.7,
SPE273,MgO,2.9,710,7.93,1.87,232,0.616,"18,411",,"For JS, test Tc Cryo",,,4/23/24,464,MgO,,1,800,60,400,8,26.5,2.5,40,,,0.1713,0.6504,0.1784,Visible/Trans,2.88,3.27,710,,7.93,1.87,0.62,,232.17,"18,411.29",3.27,
SPE274,SiNx,,808,9.59,2.38,205,0.746,"19,687",,For FN Fab,,,4/23/24,464,SiNx,172,3,800,60,400,8,26.5,2.5,40,,,,,,,,2.54,808.2,,9.59,2.38,0.75,,205.29,"19,687.26",2.54,
SPE275,SiNx,,813,9.5,2.37,207,0.741,"19,683",,For FN Fab,,,4/23/24,464,SiNx,172,6,800,60,400,8,26.5,2.5,40,,,,,,,,2.55,812.5,,9.5,2.37,0.74,,207.19,"19,683.01",2.55,
SPE276,MgO,5.7,290,10.97,1.14,202,0.704,"22,105",,"For JS, test Tc Cryo",,,4/25/14,465,MgO,,1,800,111,400,8,26.5,2.5,40,,,0.2119,0.5123,0.2759,Visible/Trans,5.68,6.96,289.5,,10.97,1.14,0.7,,201.5,"22,104.91",3.76,
SPE277,SiNx,,298,12.33,1.04,161,0.906,"19,827",,For FN Fab,,,4/25/14,465,SiNx,172,3,800,111,400,8,26.5,2.5,40,,,,,,,,5.4,297.8,,12.33,1.04,0.91,,160.8,"19,826.58",2.92,
SPE278,SiNx,,285,12.34,1.01,156,0.896,"19,256",,For FN Fab,,,4/25/14,465,SiNx,172,6,800,111,400,8,26.5,2.5,40,,,,,,,,5.48,284.8,,12.34,1.01,0.9,,156.04,"19,255.88",2.96,
SPE279,SiNx,,551,10.88,1.83,188,0.8,"20,494",,For FN Fab,,,5/16/14,470,SiNx,172,3,800,75,400,8,26.5,2.5,40,,,,,,,,3.42,550.8,,10.88,1.83,0.8,,188.36,"20,493.98",2.74,
SPE280,SiNx,,576,10.73,1.86,193,0.788,"20,708",,For FN Fab,,,5/16/14,470,SiNx,172,6,800,75,400,8,26.5,2.5,40,,,,,,,,3.35,576.1,,10.73,1.86,0.79,,193,"20,708.43",2.68,
SPE281,SiNx,,471,11.49,1.58,180,0.835,"20,720",,For FN Fab,,,5/19/14,471,SiNx,172,3,800,84,400,8,26.5,2.5,40,,,,,,,,3.83,470.8,,11.49,1.58,0.83,,180.33,"20,720.15",2.74,
SPE282,SiNx,,479,11.44,1.6,181,0.829,"20,723",,For FN Fab,,,5/19/14,471,SiNx,172,6,800,84,400,8,26.5,2.5,40,,,,,,,,3.78,479.2,,11.44,1.6,0.83,,181.15,"20,723.28",2.7,
SPE283-310 YI & JS,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPE311,SiNx,,528,10.6,1.81,186,0.839,"19,754",,For FN Fab,,,5/30/14,478,SiNx,172,3,800,78,400,8,26.5,2.5,40,,,,,,,,3.53,527.9,,10.6,1.81,0.84,,186.36,"19,754.23",2.72,
SPE312,SiNx,,533,10.5,1.82,184,0.833,"19,348",,For FN Fab,,,5/30/14,478,SiNx,172,6,800,78,400,8,26.5,2.5,40,,,,,,,,3.46,532.6,,10.5,1.82,0.83,,184.27,"19,348.37",2.66,
SPE313,SiNx,,477,11.1,1.7,181,0.827,"20,060",,For FN Fab,,,6/3/14,481,SiNx,172,3,800,81,400,8,26.5,2.5,40,,,,,,,,3.79,476.8,,11.1,1.7,0.83,,180.72,"20,059.99",2.81,
SPE314,SiNx,,484,11,1.7,181,0.823,"19,945",,For FN Fab,,,6/3/14,481,SiNx,172,6,800,81,400,8,26.5,2.5,40,,,,,,,,3.75,483.5,,11,1.7,0.82,,181.32,"19,944.72",2.78,
SPE315,Al2O3,,438,,,158,,0,,"2"" Al2O3 wafer for FB",,,6/9/14,482,Al2O3,,n/a,800,75,400,8,26.5,2.5,40,,,,,,,,3.61,438.1,,,,,,158.14,0,2.89,
SPE316,SiNx,,102,4.3,,69,,"2,964",,Process error; these films are Nb,,,8/1/14,490,SiNx,172,1,800,78,400,0,26.5,2.5,40,,,,,,,,6.73,102.4,,4.3,,,,68.93,"2,964.19",5.18,
